Site,Seagrass.pct.cover.site,Macroalgae.pct.cover.site,Zostera.AG.mass.site,Zostera.BG.mass.site,Zostera.shoots.core.site,Zostera.sheath.width.site,Zostera.sheath.length.site,Zostera.longest.leaf.length.site,epibiota.filter.site,epibiota.zostera.marina.site,periphyton.mass.per.g.zostera.site,mesograzer.abund.per.g.plant.site,crustacean.abund.per.g.plant.site,gastropod.abund.per.g.plant.site,mesograzer.mass.per.g.plant.site,crustacean.mass.per.g.plant.site,gastropod.mass.per.g.plant.site,mesograzer.mass.per.area.site,crustacean.mass.per.area.site,gastropod.mass.per.area.site,periphyton.mass.per.area.site,log10.grazer.richness.site,crust.pct.mass.site,gast.pct.mass.site,Leaf.PercN.site,log10.Macroalgae.pct.cover.site,log10.Zostera.AG.mass.site,log10.Zostera.BG.mass.site,log10.Zostera.shoots.core.site,log10.Zostera.sheath.width.site,log10.Zostera.sheath.length.site,log10.Zostera.longest.leaf.length.cm.site,log10.periphyton.mass.per.g.zostera.site,log10.mesograzer.abund.per.g.plant.site,log10.crustacean.abund.per.g.plant.site,log10.gastropod.abund.per.g.plant.site,log10.mesograzer.mass.per.g.plant.site,log10.crustacean.mass.per.g.plant.site,log10.gastropod.mass.per.g.plant.site,log10.mesograzer.abund.per.area.site,log10.mesograzer.mass.per.area.site,log10.crustacean.mass.per.area.site,log10.gastropod.mass.per.area.site,log10.periphyton.mass.per.area.site,log10.Leaf.PercN.site,log10.predation.gastropods.site,predation.amphipods,predation.squidpops,predation.gastropods,grazer.richness.site,Ocean,Coast,Latitude,Longitude,Temperature.C,Salinity.ppt,log10.mean.fetch,day.length,log10.day.length,sst.min,sst.mean,sst.max,sst.range,salinity,parmean,cloudmean,precipitation,nitrate,sqrt.nitrate,ph,phosphate,log10.phosphate,chlomean,log10.chlomean,pop.density.2015,FC1,FC2,Site.1,PC1.env.global,PC2.env.global,PC3.env.global,PC1.zos.site,PC2.zos.site,zLatitude,zPC1.zos.site,zPC2.zos.site,zPC1.env.global,zPC2.env.global,zPC3.env.global,zFC1,zFC2,zcanopy,zshoots,zagbiomass,zbgbiomass,zperiphyton,zperiphyton.perg,zmesograzer.mass,zmesograzer.mass.perg,zmesograzer.abund,zmesograzer.abund.perg,rLatitude,rPC1.zos.site,rPC2.zos.site,rPC1.env.global,rPC2.env.global,rPC3.env.global,rFC1,rFC2,rcanopy,rshoots,ragbiomass,rbgbiomass,rperiphyton,rperiphyton.perg,rmesograzer.mass,rmesograzer.mass.perg,rmesograzer.abund,rmesograzer.abund.perg
NN.B,90.075,0,68.05,259.45,651.875,0.265,4.465,23.1725,0.02727,0.41957,0.088102212,12.33426178,0.13875351,12.19550827,5.709465553,1.378869425,4.330596129,419.3237593,125.5443249,293.7794344,5.444641236,1,0.059241434,0.940758566,1.726028872,-1,1.763929464,2.346916115,2.804902614,-0.588633729,0.619715386,1.345869966,-1.106495186,1.060073423,-1.716164762,1.05391887,0.645754547,-1.681590416,0.587766955,2.814281354,2.401260521,0.258136798,2.343612898,0.653257,0.230872556,#NAME?,0.25,0,0,9,Atlantic,East Atlantic,67.26672333,15.25606333,10.5,18.5,0.335708576,24,1.380211242,1.673999982,6.52599997,14.0442223,12.3702222,32.11822213,28.43511115,0.766777774,88.74342105,4.484666612,2.117703145,8.203333325,0.514066673,-0.288980551,1.213222212,0.083940353,1,378,-86,NN.B,-1.980030074,-1.301386229,-1.58990033,2.408681585,-0.179459768,2.218681734,1.338547928,-0.159590368,-1.175166148,-0.913925586,-1.376263807,0.489034131,-0.171706752,-1.231769437,0.827366453,-0.797186103,0.538639625,-0.332757824,0.022233007,-0.46913614,-0.141809963,0.016939383,0.353937908,1,0.808955116,0.403434244,0.099806774,0.349741955,0.222578094,0.748571429,0.275712739,0.239380986,0.744013144,0.445749118,0.698510644,0.467154355,0.630886451,0.5120074,0.600571419,0.670660358,0.734926995
PO.A,32.25,54,103.0526316,292.6315789,251.4642221,0.746,8.545,34.439,0.08411,1.7738,0.047862953,0.916560923,0.040457103,0.873471775,3.696694512,0.033419746,3.6170882,411.1867099,3.446339621,403.2584959,5.016204742,1.176091259,0.012258944,0.980451754,1.286911014,1.695684454,1.948833989,2.416177968,2.377968754,-0.129606306,0.92985056,1.535334265,-1.323011382,-0.15761339,-1.519408557,-0.179151365,0.398403122,-1.569196551,0.390022221,1.792292346,2.346343158,0.419049391,2.339054309,0.634919,0.101637943,-1.301029996,0.85,1,0.05,14,Atlantic,East Atlantic,36.997057,-7.82849,20.53,36,-0.174736205,14.65,1.165837625,14.37624979,18.32324982,22.32199955,7.945749998,36.13974953,39.53850079,0.439500004,41.81944444,2.184749961,1.478089971,8.10374999,0.1494,-0.825649403,1.137500018,0.055951412,100,396,-36,PO.A,3.388984822,-0.718045005,-0.558766128,-0.039204314,-0.045671207,-0.760566941,-0.021786547,-0.040614589,2.011393812,-0.504262061,-0.483684156,0.514977586,-0.086753877,-0.5366132,-0.247653081,-0.245842674,0.711745412,-0.357094886,-0.31088535,-0.534744235,-0.458715291,-1.169136591,-1.096734869,0.17850499,0.485454342,0.426523802,1,0.446674697,0.413965297,0.757922078,0.293756767,0.377698875,0.496907071,0.570907952,0.729679964,0.461972658,0.558746611,0.500297677,0.544424036,0.427114163,0.442479467
FR.A,48.5,50,125.95,298.275,93.5033104,0.5425,6.862,42.0675,0.0669847,1.880045,0.038881062,1.047026731,0.316178869,0.722048312,2.736257495,0.641045265,2.035463226,405.2944321,84.82110206,312.8535082,4.815564465,1.255272505,0.273152784,0.714542647,1.417158353,1.668534849,2.031473668,2.452837255,1.929216297,-0.269474495,0.82280845,1.615340604,-1.430999085,-0.098098333,-0.763970366,-0.305566705,0.327156168,-0.581952844,0.126014662,1.930004865,2.35449385,1.462773471,2.154242579,0.597117889,0.148213808,#NAME?,0.95,0.4,0,17,Atlantic,East Atlantic,43.446971,3.661503,35,38.8,0.40654018,15,1.176091259,10.20100021,16.4740003,23.60166613,13.40066687,37.33333333,33.78766632,0.489000003,58.39166667,1.841000001,1.356834552,8.272333463,0.242866665,-0.614632091,1.653333346,0.218360425,250,430,-12,FR.A,2.017983325,-0.900461148,-0.881470184,-0.049150602,0.0948488,-0.125743368,-0.027313879,0.084347345,1.197691753,-0.632367596,-0.76302614,0.563981891,-0.045976496,-0.24306499,-1.377611845,0.000570136,0.803367778,-0.407262188,-0.477028516,-0.525006852,-0.549996508,-1.009313435,-1.025832507,0.353550599,0.484139889,0.450775091,0.770131712,0.416362941,0.354068703,0.775584416,0.3024179,0.436107281,0.237172559,0.626845392,0.74617743,0.451291346,0.522766782,0.502035604,0.528251377,0.459931894,0.456772987
QU.A,60.4,0.565,66.75,221.675,558.6325439,0.357375,8.4425,33.017,0.0378621,0.528,0.074561099,17.09103241,4.18537075,12.90566166,31.66639709,8.323740069,23.34265702,2007.903761,475.1101711,1532.79359,5.000421718,0.84509804,0.152626001,0.847373999,3.049589658,-0.752754163,1.816892056,2.319925193,2.73152851,-0.448758905,0.919847283,1.510492744,-1.220635155,1.125969911,0.065349553,1.000898114,1.355621843,-0.107684166,1.259354565,2.936141312,3.165751473,1.723552066,3.069521278,0.593929169,0.481501883,#NAME?,0.3,0.8,0,6,Atlantic,West Atlantic,49.11237,-68.17593,15.47,16,1.059516086,16.183,1.209059034,-0.925166657,5.351499955,14.18733327,15.11249987,26.91050021,35.21916644,0.692499995,79.82407407,5.02549998,2.241762695,7.705166578,0.897366663,-0.047030068,14.93150028,1.174103447,50,862,95,QU.A,-2.575306776,1.69890746,1.185643454,1.201419999,-0.185638951,0.431865437,0.667650826,-0.165085406,-1.528468372,1.19309315,1.026327339,1.186624816,0.135822658,-0.627758277,0.642610447,-0.639263644,0.471181356,-0.41149406,-0.153375653,0.444177822,0.767668235,0.158364747,0.432442693,0.507305085,0.649409258,0.402367825,0,0.848295259,0.737742425,1,0.341032118,0.359563391,0.701544771,0.481598627,0.68636415,0.450390322,0.592856783,0.675015546,0.761707308,0.699700327,0.750753121
QU.B,74.85,0.6,137.85,437.4,622.2943723,0.35975,9.26275,38.99075,0.015917,0.561,0.029236232,7.095264794,0.179277356,6.915987439,6.75122349,0.705066315,6.046157175,957.7273306,92.35953757,865.367793,4.120205639,0.84509804,0.095580246,0.904419754,2.960519107,-0.823936556,2.118036501,2.628996815,2.770761428,-0.445500973,0.960067283,1.585819521,-1.534618696,0.809241531,-1.024681222,0.797188223,0.774608321,-0.73015391,0.72827283,2.923610339,2.88897321,1.348210501,2.842624809,0.577338431,0.468709834,-1,0.2,0.65,0.1,6,Atlantic,West Atlantic,49.08696,-68.32041,15.37,21,0.95568775,16.2,1.209515015,-0.807399988,5.319999981,14.0512001,14.85859985,26.87200012,35.29660034,0.679400003,78.88888889,5.103600025,2.259114876,7.706400013,0.902919996,-0.044350729,16.57460022,1.219443062,50,854,79,QU.B,-2.28861015,1.802389025,0.973853826,0.833472337,-1.181278107,0.429364494,0.463175655,-1.050489534,-1.358311275,1.265765234,0.842996098,1.175094392,0.108637737,-0.351379671,0.741398941,0.258680904,1.243642446,-0.433512263,-0.636451208,0.113519295,0.023276806,0.143821845,0.055113125,0.506615478,0.600783072,0.230537973,0.048068848,0.865490601,0.698432484,0.995844156,0.33525803,0.414555496,0.724252485,0.685438351,0.825453013,0.445702342,0.488242334,0.615999659,0.629820502,0.69671412,0.674685588
FR.B,100,0,225.7,168.3,319.9006875,0.4255,9.445125,95.0076,0.06312248,3.42103,0.020296734,0.323056542,0.07620279,0.218298134,3.845832338,0.214689188,3.586500727,915.3104683,59.65747802,852.5777044,4.52947626,1.342422681,0.055546775,0.935179902,2.014333063,-1,2.276753295,2.189581578,2.374906714,-0.374240396,0.953284708,1.974766645,-1.69961472,-0.530094499,-1.212217044,-0.701010359,0.51607988,-0.93959,0.486169641,1.737123762,2.78941739,1.294641241,2.759482713,0.565488388,0.300945062,-0.602059991,0.5,0.25,0.25,21,Atlantic,East Atlantic,43.082895,2.973231,35,32.5,0.221088068,15,1.176091259,10.92399979,16.60099983,22.69799995,11.77400017,37.44900131,32.85499954,0.532999992,52.85,1.77699995,1.333041616,8.274999619,0.235499993,-0.628009101,6.269000053,0.797198274,250,476,-42,FR.B,0.925343505,0.075361868,0.014407354,-0.570340655,-0.46640363,-0.161577028,-0.316948619,-0.414764423,0.549199922,0.052924442,0.012471423,0.630281832,-0.096948222,1.075691397,-0.255363297,0.731938449,0.145414238,-0.449238909,-0.890303832,-0.005416999,-0.307948456,-1.23316285,-1.540484609,0.343669862,0.415261929,0.353912767,0.586934797,0.578513663,0.520351128,0.799480519,0.291591483,0.69850527,0.495134785,0.79287114,0.627706726,0.442353922,0.433268217,0.594771927,0.571135999,0.413967154,0.353021998
ES.B,100,0,131.85,102.55,472.6890756,0.4379,12.148,57.4065,0.04917,1.671065,0.028972723,6.345849969,5.768717035,0.577132934,17.12192709,13.11165274,4.010274356,2442.817882,1876.549263,566.2686183,3.934731869,0.954242509,0.820139013,0.179860987,1.848400511,-1,2.091314496,1.983488278,2.666769711,-0.361009614,1.083377471,1.757127248,-1.545004015,0.648617176,0.597404404,-0.953280664,0.92841726,0.804486702,-0.736819529,2.735457696,3.015386424,2.891427483,1.320310252,0.541481321,0.263317379,-0.096910013,NA,0.722222222,0.8,8,Atlantic,West Atlantic,37.31855,-75.789076,27.7,35.64,0.441302287,14.683,1.166814799,5.341833274,15.86333338,26.94833342,21.60649999,26.44916662,34.15233358,0.503000001,87.86111111,0.782666663,0.884684499,8.273166656,0.270133336,-0.568421818,5.500666738,0.740415334,25,654,72,ES.B,1.015491585,-0.580910718,0.740140388,-0.062497496,-0.103658417,-0.728924452,-0.034730989,-0.09218158,0.602703641,-0.407956651,0.640686973,0.886833778,0.096744335,0.277158984,0.479547778,0.179001935,-0.369673669,-0.481099606,-0.652429413,0.264541296,0.220335999,-0.074539925,-0.136244272,0.187230058,0.482376028,0.416516227,0.602049431,0.46946205,0.655053299,0.891948052,0.332731866,0.53961823,0.66406287,0.667350665,0.534960319,0.435570339,0.484782107,0.642954045,0.664734267,0.651876201,0.636109006
MA.A,65.7,10.85,192.4473684,629,214.8586707,0.4315,16.461,58.197,0.0462,2.40075,0.019388689,10.47724112,0.162100183,10.31514094,3.68611155,0.50423438,3.18187717,727.1133488,110.2758899,616.8374589,3.783315189,0.77815125,0.116438034,0.883561966,1.56806016,0.592378691,2.255741737,2.725005916,2.281363523,-0.368000913,1.171824513,1.7607382,-1.76693983,0.967259667,-1.392520295,0.956754351,0.526210871,-1.22229285,0.462135844,3.203139649,2.77037982,0.952200071,2.702831106,0.468822126,0.189305037,-0.67669361,0.65,0.6,0.210526316,5,Atlantic,West Atlantic,42.42014,-70.91544,15.1,32.35,0.413928114,15.25,1.183269844,2.224999994,10.31599998,18.97324991,16.74825001,31.19649982,31.26824951,0.628250003,94.79166667,3.713500023,1.927044375,8.044000149,0.728375018,-0.137644958,6.379750013,0.804803661,100,661,15,MA.A,-0.684298691,-0.22316909,-0.304243007,-0.492066207,-1.080647628,-0.226807742,-0.273450092,-0.961000645,-0.406137597,-0.156725142,-0.263361565,0.8969229,-0.000101943,0.29040779,-0.49090507,0.66928674,1.483597491,-0.577528407,-0.993886059,-0.028160601,-0.294968684,0.468231399,0.243365644,0.325683211,0.425606302,0.247905028,0.317054935,0.528907321,0.461206935,0.895584416,0.312161674,0.542254395,0.440992697,0.778648762,0.868659168,0.415039315,0.410836534,0.590712652,0.573435677,0.763327654,0.712636245
SW.B,57.5,55.85,78.9,156.5,570.4050703,0.39475,3.7535,22.67725,0.07948,0.5970775,0.136499977,27.80065056,8.749624015,15.15925575,9.283016677,1.495369967,7.78764671,692.6613676,102.134601,590.5267666,11.66000235,1.079181246,0.183158318,0.816841682,1.121346971,1.737010206,1.869275348,2.170410867,2.73618954,-0.406559391,0.567426463,1.346186029,-1.497405725,1.375813451,0.823226261,1.110046857,0.916633498,0.088825777,0.821408435,3.22645039,2.767439655,1.941111151,2.672294313,0.432541049,0.04699552,-0.522878745,1,1,0.3,11,Atlantic,East Atlantic,58.2488,11.4536,21,24,-0.198082028,15.7,1.195899652,1.347000003,10.03750006,20.38199997,19.03500017,28.08933322,32.79716682,0.71633334,59.80952381,1.607333322,1.2678065,8.311833382,0.218333334,-0.660879953,7.326166789,0.864876802,50,632,28,SW.B,-0.957791449,-1.771877687,0.598692267,1.868173625,0.087828685,1.331105511,1.038177877,0.078104481,-0.568458077,-1.244338011,0.518245379,0.855125111,0.021985804,-1.230609782,0.65434692,-0.48306853,0.097500981,-0.625678412,-0.579197644,-0.031673127,0.205238705,0.495284831,0.730090018,0.755260632,0.737524196,0.449563542,0.271199907,0.271561252,0.628799335,0.880519481,0.316853122,0.239611727,0.704242539,0.517056016,0.619079495,0.404787513,0.500641119,0.590085737,0.66205942,0.768882745,0.81075716
UK.B,33.55,0,28.78947368,243.9473684,238.7318564,0.3859,3.5972,21.6819,0.052815,0.476455,0.119661953,101.5397633,0.95889764,100.5808657,43.86979604,0.268984607,43.60081143,787.7442204,8.174343122,779.5698773,3.225634932,1.146128036,0.033831717,0.966168283,1.376109663,-1,1.412137413,2.257089379,2.331536549,-0.416739818,0.549364705,1.330798135,-0.991052448,1.361695275,-0.719561481,1.337622547,1.007542234,-1.056626491,0.992127753,2.787760231,2.445511527,0.646993406,2.429403875,0.420408698,0.129473669,-0.301029996,0.882352941,0.65,0.5,13,Atlantic,East Atlantic,52.89856,-4.321868,15.3,32.7,0.842375182,18.5,1.267171728,6.504500031,12.10724998,18.04900026,11.54450011,34.26574898,29.63775015,0.747749999,83.0952381,8.991000175,2.998499654,8.211000443,0.639925018,-0.193870911,6.248250127,0.795758407,25,628,59,UK.B,-0.879404012,-0.445461333,-1.160796197,1.980084995,1.032732628,0.80451578,1.100369051,0.918390691,-0.521934408,-0.3128345,-1.004818833,0.849359898,0.074656587,-1.287068917,-0.36456938,-1.846150346,0.314136134,-0.64177972,0.199846027,-0.416270816,0.321710494,-0.01383988,0.713270543,0.610059313,0.752313862,0.612637387,0.284342698,0.491969426,0.30222344,0.878441558,0.328040419,0.228377838,0.470032463,0.207626862,0.658086686,0.401359322,0.669350182,0.521442796,0.682695192,0.664340213,0.807366447
PO.B,50.65,37.75,65.05555556,132.5555556,346.9569646,0.61625,6.681,27.6455,0.03528,0.76965,0.048884558,0.611790281,0.017829502,0.593960779,7.291078063,0.006434667,7.284643396,373.1318524,0.216474492,372.9153779,3.825059521,0.698970004,0.0032405,0.9967595,2.01355902,1.484146474,1.737823497,2.082028959,2.517679698,-0.212288854,0.821504066,1.43962999,-1.331791106,-0.568289825,-1.872520693,-0.586667669,0.171633953,-1.912877669,0.170489395,1.189534812,1.885985941,0.049797813,1.884725959,0.409550315,0.300901461,#NAME?,1,1,0,4,Atlantic,East Atlantic,37.027333,-7.810105,20.57,36,-0.182930684,14.65,1.165837625,14.48139992,18.3447998,22.25819969,7.776799965,36.12979965,39.4154007,0.440000004,42.3,2.189399958,1.479662109,8.1,0.149779999,-0.824546177,1.219200015,0.086074959,100,486,-51,PO.B,3.124248122,0.035965569,-0.526133259,0.716327043,0.618485814,-0.757587069,0.398075896,0.550008395,1.854270134,0.02525757,-0.455436199,0.644694863,-0.112239739,-0.887758107,0.104139099,-0.875028184,-0.12339146,-0.656190296,-0.324393288,-1.084718923,-0.749250742,-1.868670759,-1.585988033,0.179326657,0.585301716,0.541145654,0.955613052,0.571967253,0.420022233,0.804675325,0.288343558,0.307830233,0.577770703,0.428078419,0.57930574,0.398291111,0.555821343,0.402138273,0.492948708,0.283473378,0.343848762
JS.A,89.75,0,411.375,179.1,120.9574739,0.959875,21.82425,97.7775,0.06,7.8495,0.007964336,1.504976885,1.306434201,0.198542684,0.665975921,0.55488978,0.111086141,243.8653945,202.9025835,40.96281096,3.041586546,1,0.833223324,0.166776676,1.401457006,-1,2.582756974,2.219839444,2.070356549,-0.01910042,1.333339005,1.98829015,-2.13176711,-0.202920616,-0.270743717,-1.295572737,-0.634851987,-0.711174346,-1.479139668,2.283100672,1.840885121,1.761244963,0.781238245,0.373585586,0.142586878,-0.477121255,0.764705882,0.9,0.333333333,9,Pacific,West Pacific,34.297834,132.91631,22,32.5,-0.530177984,14.2,1.152288344,11.74499989,19.02700043,27.00050068,15.25549984,32.65649986,34.39550018,0.665499985,110.5784314,4.375,2.091650066,8.236000061,0.238399997,-0.622693754,1.766000032,0.246990707,100,-552,-762,JS.A,1.306573238,-1.467813373,-0.584018166,-2.542380602,-0.582127357,-1.026234109,-1.41284689,-0.517675467,0.775463292,-1.030802514,-0.505543052,-0.851377723,-1.320269631,1.125309976,-1.022220667,1.644372133,0.221037566,-0.703920465,-1.55518663,-1.138599494,-1.782516232,-0.599525805,-1.150710949,0.105250194,0.154646657,0.333940882,0.650853492,0.322087062,0.409278306,0.265454545,0.031757488,0.708378068,0.318863464,1,0.641323415,0.388128699,0.28928174,0.392521676,0.30988093,0.544076772,0.431598191
NN.A,47.8,0,30.9,67.9,185.9,0.3075,3.0775,22.8775,0.026585,0.320925,0.092563423,8.737103324,0.369211579,8.367891745,14.97418366,7.019679236,7.954504425,556.4092428,373.8204134,182.5888294,2.855441666,0.903089987,0.109006607,0.890993393,2.404409462,-1,1.420029995,1.722263063,2.227546437,-0.514671895,0.473278567,1.357139073,-1.061120711,0.433761009,-1.743187079,0.297394133,0.140067352,-1.679203396,-0.044692269,1.900354315,1.619597219,0.299923261,1.441960001,0.357357632,0.37152329,#NAME?,0.2,0.1,0,7,Atlantic,East Atlantic,67.2147,15.0083,8,24.5,-0.46692734,24,1.380211242,2.317444457,7.121555593,14.13711103,11.81966665,32.17277781,29.10888884,0.763888896,90.61363636,4.361999989,2.088540157,8.211999893,0.546800011,-0.262171485,1.694333328,0.228998854,1,463,-52,NN.A,-1.873024102,-0.254544821,-1.672321619,2.120204433,1.911981912,2.213561412,1.178235957,1.700291385,-1.111657115,-0.178759402,-1.447610065,0.611544892,-0.113938797,-1.190422384,-0.626416501,-1.822616454,-1.022552485,-0.725457203,0.092043354,-1.402965383,-0.789693703,-1.043724573,-0.392209918,0.998588128,0.77083137,0.764380389,0.117747877,0.523693673,0.207280008,0.792727273,0.287982678,0.247607967,0.409843777,0.212969221,0.417403366,0.383543229,0.646004523,0.34533769,0.485783267,0.452865988,0.584507761
BC.B,60,0.1,70.35,253.175,210.0840336,0.5535,9.987,50.169,0.05265,1.87345,0.029271419,40.84777885,24.19096578,13.19148259,63.87753577,15.14988243,17.43372159,4472.084161,1113.113965,1151.718714,2.096264531,1.113943352,0.257501126,0.286121248,1.978431642,-0.933889035,1.788716026,2.392974445,2.211808494,-0.258348775,0.99268848,1.68850309,-1.548802595,1.586313786,1.342442333,1.02025153,1.739093102,1.103137516,1.106962537,3.366500614,3.519273458,2.883689057,2.887381899,0.245588923,0.293021293,-0.531478917,0.368421053,0.25,0.294117647,12,Pacific,East Pacific,49,-122.8,22.5,26,0.892094603,14,1.146128036,4.176250022,10.66499996,17.04850006,12.87225008,27.12599945,33.29874992,0.681250006,92.09803922,7.803750038,2.793519293,7.879500031,1.120574981,0.049440922,20.74549961,1.316923898,250,-848,-561,BC.B,-1.402935084,1.12698743,0.531537852,-0.107369712,0.280074055,0.42080558,-0.059667291,0.249064858,-0.832654938,0.791450397,0.460114571,-1.278003431,-0.978759071,0.025372701,-0.666044645,-0.723278187,0.653752969,-0.873789736,-0.658273672,0.866519726,1.258969569,0.657821027,0.98086641,0.504255452,0.476445933,0.48274172,0.19656512,0.753260356,0.61633491,0.111688312,0.104294479,0.489519353,0.400734775,0.462526735,0.719237881,0.351961183,0.483516479,0.750395069,0.84875313,0.802257565,0.86131228
MA.B,46,0.6,115.2105263,155.5,318.3091419,0.496,8.956,39.98975,0.0223,1.5763,0.015250881,10.15453551,1.856460937,8.29807457,3.569886142,1.033603411,2.536282731,380.2375797,139.4816887,240.755891,1.645899571,0.84509804,0.303281772,0.696718228,1.998453349,-0.763132018,2.027856033,2.165304294,2.478918901,-0.307532458,0.931776764,1.591258708,-1.810450466,0.966259297,0.102801798,0.870043891,0.483441308,-0.166361008,0.314408409,2.986113246,2.506210218,1.886879188,2.330294216,0.225687761,0.295263731,-1.278753601,0.533333333,0.421052632,0.052631579,6,Atlantic,West Atlantic,42.59697,-70.6556,14.8,32.15,0.500716624,15,1.176091259,2.540799975,10.32700005,18.96300011,16.42220039,31.35299988,32.02459946,0.576600003,98.34166667,3.747600031,1.935871905,8.075399971,0.700560009,-0.154554658,3.912599945,0.592465444,100,601,-4,MA.B,-0.366141602,0.139019105,-0.413343032,0.273380794,0.003036581,-0.209403502,0.151922652,0.002700377,-0.217308425,0.097629062,-0.357801709,0.810444715,-0.032384036,-0.331422956,0.006539406,-0.010216833,0.08473815,-0.90020133,-1.060828819,-0.343755947,-0.34976482,0.216359999,0.242173868,0.330482238,0.52676408,0.434929912,0.370398586,0.58909147,0.44095705,0.864415584,0.305304944,0.41852636,0.555336248,0.624396675,0.616781428,0.34633779,0.396339465,0.534385239,0.563727226,0.711608942,0.712395989
IR.A,58,1.5,13.24475,8.476315789,615.9281894,0.19,2.616,10.4895,0.0300955,0.223495,0.139941285,188.9914104,5.070346988,183.9210634,61.37266119,3.948879849,57.42378134,781.1944141,49.32211017,731.8723039,1.832084649,0.84509804,0.084870608,0.915129392,2.506561101,-0.320217432,1.105398007,0.794744257,2.72993817,-0.729342879,0.413592301,1.017972024,-0.899558421,2.163778772,0.257154877,2.145831688,1.699966482,0.13342122,1.659124529,3.22749694,2.764270448,1.322143352,2.723553302,0.198948783,0.397780452,#NAME?,0.578947368,0,0,6,Atlantic,East Atlantic,54.531944,-5.569167,20.4,40,-0.321026624,17.3,1.238046103,6.420666615,10.67966652,15.81266673,9.39199996,34.11316681,28.68683338,0.761166662,86.23245614,5.99666659,2.448809219,8.206166903,0.573283335,-0.241630683,2.588166674,0.412992241,50,646,183,IR.A,-0.892092536,0.477898895,-2.455191004,3.854291963,3.277240084,0.965279267,2.141899766,2.914391107,-0.529465165,0.335614453,-2.125284495,0.875303354,0.285339719,-2.434847276,0.638605969,-2.760777804,-3.340695392,-0.935687652,0.340613049,-0.035459282,1.208840751,0.496499411,1.668820593,0.654388074,1,1,0.282215283,0.645402504,0.061972848,0.887792208,0.372789607,0,0.700624294,0,0,0.338782261,0.699834573,0.589409984,0.839871607,0.769132144,1
RU.A,100,100,160.1,505.75,924.688057,0.290825,4.209,41.328,0.005875,0.5328,0.011530158,51.81709214,0,51.79724346,7.868001282,0,7.868001282,1263.975811,0,1263.975811,1.785073244,0.602059991,0,1,1.70683206,2.000434077,2.192219298,2.679529345,2.954318994,-0.539088873,0.590701987,1.594798823,-1.974918804,1.692969904,-2,1.692800633,0.874873358,-2,0.874873358,3.882253265,3.063988321,0,3.063988321,0.18621342,0.222724679,#NAME?,0.25,1,0,3,Atlantic,East Atlantic,66.40611111,33.72305556,23,14,0.703506322,18.54,1.26810973,-1.055800009,4.066899943,12.61660013,13.6724,24.99519997,30.67089996,0.812699991,42.26388889,0.611799997,0.782176449,8.172300053,0.09491,-1.022688027,4.423199946,0.645736572,5,277,-87,RU.A,-2.424690822,-1.974905051,-0.061884941,1.720545598,-1.536066753,2.133977206,0.956138312,-1.365996744,-1.439076411,-1.386918207,-0.053569399,0.343462521,-0.17340581,-0.318434055,1.203596923,0.47987721,1.369938133,-0.952589239,-1.313869578,0.322604496,0.151735837,1.256381112,1.107929564,0.976643659,0.718014389,0.169307676,0.025252949,0.237824567,0.506190635,0.696103896,0.275351859,0.421110811,0.83049421,0.735651467,0.848193735,0.33518368,0.341541164,0.653317156,0.652580103,0.925164558,0.886927502
FI.B,77.15,1.45,45.825,68.85,466.3228928,0.3245,6.58,30.827,0.006955,0.419505,0.018184995,13.05016831,2.001876668,11.00163585,19.01451276,6.187662873,12.82684989,876.6966285,292.7132955,583.983333,0.837731723,1.041392685,0.29887452,0.70112548,2.061281896,-0.187758876,1.650787958,1.821064021,2.630539285,-0.491154025,0.813141253,1.484208447,-1.759071627,1.074329873,-0.055318395,0.984512196,1.226881656,0.212711876,1.042213399,2.715434682,2.867903834,1.917803237,2.683430921,-0.082792593,0.313389494,#NAME?,0.35,0.05,0,10,Atlantic,East Atlantic,60.10785,21.70995,17,6.5,0.277035888,14.5,1.161368002,0.705249999,7.988124967,18.20650029,17.50124955,6.171875,36.54762459,0.731250003,52.11574074,1.636500016,1.279257603,8.243875027,0.186100001,-0.730253625,24.01600015,1.380500678,1,637,132,FI.B,-2.210099666,-0.463676747,2.598604984,1.464754184,0.925183295,1.514079852,0.813990397,0.82274899,-1.311714577,-0.325626653,2.249427793,0.862331626,0.198687786,-0.724196987,0.388319559,-1.134548457,-0.775619766,-1.309597419,-0.981780532,0.088348355,0.602726992,-0.097777765,0.370922115,0.805713791,0.684210231,0.594076259,0.061232269,0.488942605,1,0.883116883,0.354384699,0.340374613,0.643092974,0.369165493,0.461865918,0.259171704,0.413458097,0.611507154,0.732484009,0.647104595,0.738350917
